LocalTime,Temp,Hum,WindSpeed,WindDir,Bar,Solar,UV,Temp_m,Hum_m
2020/1/25 02:05,19.22,94,4.02,28,1016.72,0,0,,
2020/1/25 02:10,19.28,94,4.02,360,1016.83,0,0,,
2020/1/25 02:15,19.22,93,3.58,360,1016.52,0,0,,
2020/1/25 02:20,19.22,94,5.36,332,1016.66,0,0,,
2020/1/25 02:25,19.28,94,4.92,360,1016.56,0,0,,
2020/1/25 02:30,19.22,94,3.58,360,1016.62,0,0,,
2020/1/25 02:35,19.28,94,3.58,94,1016.45,0,0,,
2020/1/25 02:40,19.28,94,3.58,360,1016.35,0,0,,
2020/1/25 02:45,19.11,94,5.81,323,1016.15,0,0,,
2020/1/25 02:50,19.11,94,5.81,360,1016.15,0,0,,
2020/1/25 02:55,19.11,94,2.24,355,1016.15,0,0,,
2020/1/25 03:00,19.11,94,3.58,360,1015.95,0,0,,
2020/1/25 03:05,19.11,94,4.92,342,1016.05,0,0,,
2020/1/25 03:10,19.11,94,6.71,355,1015.84,0,0,,
2020/1/25 03:15,19.11,94,4.92,74,1015.78,0,0,,
2020/1/25 03:20,19.11,94,7.6,360,1015.88,0,0,,
2020/1/25 03:25,19.06,94,5.36,40,1015.71,0,0,,
2020/1/25 03:30,19.11,94,6.26,360,1015.74,0,0,,
2020/1/25 03:35,19.06,94,6.26,360,1015.71,0,0,,
2020/1/25 03:40,19.06,94,5.81,32,1015.68,0,0,,
2020/1/25 03:45,19.06,94,7.15,30,1015.51,0,0,,
2020/1/25 03:50,19,94,5.81,315,1015.51,0,0,,
2020/1/25 03:55,19,94,3.58,5,1015.54,0,0,,
2020/1/25 04:00,19.06,94,5.36,311,1015.51,0,0,,
2020/1/25 04:05,19.06,94,5.36,12,1015.4,0,0,,
2020/1/25 04:10,19.06,94,4.92,360,1015.3,0,0,,
2020/1/25 04:15,19,94,4.92,360,1015.24,0,0,,
2020/1/25 04:20,19,94,4.47,360,1015.4,0,0,,
2020/1/25 04:25,19,94,6.71,360,1015.24,0,0,,
2020/1/25 04:30,18.94,94,4.02,45,1015.1,0,0,,
2020/1/25 04:35,18.94,94,8.05,360,1015.13,0,0,,
2020/1/25 04:40,18.94,94,4.47,34,1015.3,0,0,,
2020/1/25 04:45,18.83,94,4.47,355,1015.3,0,0,,
2020/1/25 04:50,18.83,94,6.26,37,1015.34,0,0,,
2020/1/25 04:55,18.83,94,4.02,360,1015.27,0,0,,
2020/1/25 05:00,18.89,94,3.58,360,1015.37,0,0,,
2020/1/25 05:05,18.83,94,4.92,360,1015.44,0,0,,
2020/1/25 05:10,18.83,93,5.36,360,1015.44,0,0,,
2020/1/25 05:15,18.78,93,4.47,360,1015.54,0,0,,
2020/1/25 05:20,18.83,94,6.71,355,1015.57,0,0,,
2020/1/25 05:25,18.94,94,4.92,5,1015.47,0,0,,
2020/1/25 05:30,18.94,94,5.36,360,1015.44,0,0,,
2020/1/25 05:35,19,94,6.26,360,1015.44,0,0,,
2020/1/25 05:40,19.06,93,5.36,360,1015.51,0,0,,
2020/1/25 05:45,19.06,93,5.81,360,1015.68,0,0,,
2020/1/25 05:50,19,93,4.02,360,1015.84,0,0,,
2020/1/25 05:55,19.06,93,5.36,360,1015.91,0,0,,
2020/1/25 06:00,19.06,93,5.81,13,1015.78,0,0,,
2020/1/25 06:05,19.06,93,5.81,360,1015.81,0,0,,
2020/1/25 06:10,19.06,93,6.26,281,1015.84,0,0,,
2020/1/25 06:15,19.06,94,4.47,360,1016.01,0,0,,
2020/1/25 06:20,18.94,94,5.36,360,1016.05,0,0,,
2020/1/25 06:25,18.94,94,4.92,23,1016.45,0,0,,
2020/1/25 06:30,18.89,94,5.36,360,1016.45,0,0,,
2020/1/25 06:35,18.89,94,6.26,42,1016.45,0,0,,
2020/1/25 06:40,18.94,94,7.15,360,1016.49,0,0,,
2020/1/25 06:45,18.94,94,4.47,360,1016.76,0,0,,
2020/1/25 06:50,18.94,94,4.92,355,1016.86,5,0,,
2020/1/25 06:55,18.94,94,3.58,360,1016.96,0,0,,
2020/1/25 07:00,19.06,94,4.92,5,1017.13,0,0,,
2020/1/25 07:05,19.11,94,4.02,350,1017.27,9,0,,
2020/1/25 07:10,19.11,94,4.92,41,1017.3,14,0,,
2020/1/25 07:15,19.11,93,2.24,360,1017.47,18,0,,
2020/1/25 07:20,19.11,93,4.92,34,1017.44,33,0,,
2020/1/25 07:25,19.22,94,2.68,56,1017.44,28,0,,
2020/1/25 07:30,19.28,93,2.24,335,1017.61,58,0,,
2020/1/25 07:35,19.28,93,4.02,360,1017.61,26,0,,
2020/1/25 07:40,19.28,93,3.58,360,1017.71,26,0,,
2020/1/25 07:45,19.33,93,3.58,293,1017.71,42,0,,
2020/1/25 07:50,19.39,93,5.36,55,1017.71,56,0,,
2020/1/25 07:55,19.44,93,4.02,69,1017.74,51,0,,
2020/1/25 08:00,19.44,93,4.92,360,1017.71,77,0,,
2020/1/25 08:05,19.5,93,4.92,360,1017.71,105,0,,
2020/1/25 08:10,19.56,93,4.47,40,1017.84,76,0,,
2020/1/25 08:15,19.61,92,2.68,345,1017.88,60,0,,
2020/1/25 08:20,19.67,92,2.68,311,1017.74,84,0,,
2020/1/25 08:25,19.72,92,1.79,63,1017.91,81,0,,
2020/1/25 08:30,19.78,92,3.58,360,1017.71,137,0.6,,
2020/1/25 08:35,19.78,92,5.36,9,1017.78,142,0.6,,
2020/1/25 08:40,19.78,92,3.58,360,1018.05,144,0.7,,
2020/1/25 08:45,20,92,4.47,5,1018.01,116,0.6,,
2020/1/25 08:50,19.89,91,4.92,360,1017.98,118,0.6,,
2020/1/25 08:55,19.94,92,2.68,360,1018.05,163,0.7,,
2020/1/25 09:00,19.94,91,5.81,355,1018.05,98,0.5,,
2020/1/25 09:05,19.94,91,5.81,355,1017.94,271,0.7,,
2020/1/25 09:10,20,91,5.36,360,1018.11,260,1.1,,
2020/1/25 09:15,20,91,4.02,360,1018.18,169,1,V,
2020/1/25 09:20,20.06,91,3.58,20,1018.45,125,0.8,,
2020/1/25 09:25,20.06,91,2.24,360,1018.42,100,0.7,,
2020/1/25 09:30,20,91,4.02,360,1018.55,79,0.5,,
2020/1/25 09:35,19.94,92,5.36,288,1018.49,137,1,,
2020/1/25 09:40,19.94,92,5.36,288,1018.49,137,1,,
2020/1/25 09:45,19.83,92,2.24,313,1018.38,102,0.7,,
2020/1/25 09:50,19.83,92,4.92,9,1018.45,51,0,,
2020/1/25 09:55,19.72,92,6.26,360,1018.42,69,0.5,,
2020/1/25 10:00,19.67,92,5.81,360,1018.15,60,0.6,,
2020/1/25 10:05,19.61,92,4.47,360,1017.98,79,0.6,,
2020/1/25 10:10,19.56,92,5.36,34,1017.81,183,1.3,,
2020/1/25 10:15,19.67,93,4.92,32,1017.78,313,2.5,,
2020/1/25 10:20,19.89,92,6.26,360,1017.5,230,1.8,,
2020/1/25 10:25,19.83,92,4.92,360,1017.64,156,1.4,,
2020/1/25 10:30,19.78,92,4.92,63,1017.67,257,1.9,,
2020/1/25 10:35,19.83,92,3.58,360,1017.74,281,2.3,,
2020/1/25 10:40,19.89,92,6.26,360,1017.64,281,2.3,,
2020/1/25 10:45,19.89,91,5.81,360,1017.78,207,1.9,,
2020/1/25 10:50,19.89,91,5.36,44,1017.81,371,2.3,,
2020/1/25 10:55,19.94,91,3.58,360,1017.67,243,2.1,,
2020/1/25 11:00,19.94,91,6.26,360,1017.84,230,2,,
2020/1/25 11:05,19.89,91,6.26,49,1017.71,253,2.3,,
2020/1/25 11:10,19.94,91,2.68,355,1018.01,195,1.6,,
2020/1/25 11:15,19.94,90,2.24,25,1017.98,234,1.9,,
2020/1/25 11:20,20,90,4.02,360,1017.88,199,1.6,,
2020/1/25 11:25,19.94,90,2.68,360,1017.84,105,1.4,,
2020/1/25 11:30,19.94,90,4.47,360,1017.84,139,1.2,,
2020/1/25 11:35,19.94,90,5.81,360,1017.67,134,1.2,,
2020/1/25 11:40,19.83,90,5.81,360,1017.54,185,1.8,,
2020/1/25 11:45,19.78,90,4.92,360,1017.47,111,1,,
2020/1/25 11:50,19.61,90,4.47,360,1017.44,123,1.2,,
2020/1/25 11:55,19.61,91,6.26,360,1017.17,174,1.5,,
2020/1/25 12:00,19.67,91,5.81,360,1017.13,248,2,,
2020/1/25 12:05,19.67,91,5.81,360,1016.93,179,1.5,,
2020/1/25 12:10,19.61,91,6.26,360,1017.03,206,1.8,,
2020/1/25 12:15,19.72,91,2.68,41,1016.96,165,2,,
2020/1/25 12:20,19.67,91,6.26,5,1016.66,176,1.3,,
2020/1/25 12:25,19.67,91,4.47,360,1016.45,162,1.4,,
2020/1/25 12:30,19.56,91,5.81,360,1016.39,174,1.5,,
2020/1/25 12:35,19.56,91,4.47,360,1016.32,158,1.3,,
2020/1/25 12:40,19.5,91,4.02,360,1016.22,127,1.2,,
2020/1/25 12:45,19.56,91,3.58,360,1015.95,283,3.1,,
2020/1/25 12:50,19.56,91,4.47,46,1015.88,297,2.6,,
2020/1/25 12:55,19.61,91,7.15,355,1015.68,209,1.6,,
2020/1/25 13:00,19.61,91,3.58,14,1015.68,394,1.6,,
2020/1/25 13:05,19.61,91,4.92,360,1015.3,332,2.6,,
2020/1/25 13:10,19.67,91,4.47,360,1015.54,311,1.7,,
2020/1/25 13:15,19.72,91,4.47,5,1015.51,218,2.2,,
2020/1/25 13:20,19.78,90,4.92,5,1015.27,267,2.8,,
2020/1/25 13:25,19.72,90,4.47,360,1015.27,338,2.5,,
2020/1/25 13:30,19.72,90,5.81,59,1014.93,167,1.3,,
2020/1/25 13:35,19.72,90,6.26,24,1014.83,190,2.2,,
2020/1/25 13:40,19.67,90,5.36,47,1014.59,251,2.1,,
2020/1/25 13:45,19.67,90,5.81,360,1014.73,197,1.6,,
2020/1/25 13:50,19.67,90,4.92,342,1014.52,362,2.1,,
2020/1/25 13:55,19.61,90,5.36,360,1014.46,237,1.8,,
2020/1/25 14:00,19.67,90,5.36,360,1014.59,374,2.4,,
2020/1/25 14:05,19.72,90,6.26,360,1014.59,308,2.2,,
2020/1/25 14:10,19.83,90,5.81,342,1014.66,292,1.8,,
2020/1/25 14:15,19.78,90,6.71,360,1014.49,295,2,,
2020/1/25 14:20,19.83,90,5.36,14,1014.42,223,1.7,,
2020/1/25 14:25,19.83,90,3.58,27,1014.36,323,2,,
2020/1/25 14:30,19.89,89.96,6.71,355,1014.52,258,1.7,,V
2020/1/25 14:35,19.83,89.91,5.36,40,1014.36,255,1.6,,V
2020/1/25 14:40,19.83,90,5.36,360,1014.29,236,1.6,,
2020/1/25 14:45,19.61,90,4.47,360,1014.39,128,0.8,,
2020/1/25 14:50,19.67,90,5.81,269,1014.19,155,0.9,,
2020/1/25 14:55,19.61,90,4.47,76,1014.25,130,0.7,,
2020/1/25 15:00,19.44,90,5.81,360,1014.15,118,0.8,,
2020/1/25 15:05,19.44,90,3.13,55,1014.15,107,0.7,,
2020/1/25 15:10,19.39,90,4.47,360,1014.12,74,0.5,,
2020/1/25 15:15,19.5,91,5.36,360,1014.12,91,0.5,,
2020/1/25 15:20,19.39,91,4.02,12,1013.88,70,0,,
2020/1/25 15:25,19.33,91,4.92,360,1014.02,93,0.6,,
2020/1/25 15:30,19.28,91,4.47,55,1013.92,74,0,,
2020/1/25 15:35,19.39,91,5.36,49,1013.92,62,0,,
2020/1/25 15:40,19.28,91,3.58,360,1014.02,76,0,,
2020/1/25 15:45,19.22,91,4.47,360,1014.22,74,0,,
2020/1/25 15:50,19.22,91,7.15,360,1014.02,37,0,,
2020/1/25 15:55,19.22,91,5.81,360,1014.02,54,0,,
2020/1/25 16:00,19.22,92,5.36,360,1014.22,44,0,,
2020/1/25 16:05,19.22,92,5.81,355,1014.05,83,0,,
2020/1/25 16:10,19.22,92,4.92,360,1013.88,70,0,,
2020/1/25 16:15,19.22,92,2.24,78,1014.12,33,0,,
2020/1/25 16:20,19.17,92,3.58,360,1014.12,47,0,,
2020/1/25 16:25,19.11,92,6.71,360,1014.02,49,0,,
2020/1/25 16:30,19.17,92,3.58,360,1013.98,46,0,,
2020/1/25 16:35,19.17,92,8.94,360,1013.92,35,0,,
2020/1/25 16:40,19.17,92,4.47,360,1014.08,30,0,,
2020/1/25 16:45,19.11,92,4.02,360,1014.12,30,0,,
2020/1/25 16:50,19.11,92,6.26,360,1014.05,32,0,,
2020/1/25 16:55,19.11,92,5.36,28,1014.19,23,0,,
2020/1/25 17:00,19.11,92,4.47,360,1013.88,16,0,,
2020/1/25 17:05,19.11,92,6.26,360,1014.22,12,0,,
2020/1/25 17:10,19.06,92,4.02,44,1014.15,16,0,,
2020/1/25 17:15,19.06,92,4.02,17,1014.39,7,0,,
2020/1/25 17:20,19.06,92,4.47,5,1014.46,5,0,,
2020/1/25 17:25,19.06,93,7.6,360,1014.46,0,0,,
2020/1/25 17:30,19.06,93,4.92,17,1014.36,0,0,,
2020/1/25 17:35,19,93,7.15,360,1014.42,0,0,,
2020/1/25 17:40,19,93,7.6,360,1014.32,0,0,,
2020/1/25 17:45,18.94,93,6.71,360,1014.29,0,0,,
2020/1/25 17:50,18.94,93,3.58,360,1014.29,0,0,,
2020/1/25 17:55,18.94,93,6.26,360,1014.46,0,0,,
2020/1/25 18:00,18.94,93,4.92,28,1014.52,0,0,,
2020/1/25 18:05,18.89,93,4.02,303,1014.39,0,0,,
2020/1/25 18:10,18.89,93,4.47,254,1014.39,0,0,,
2020/1/25 18:15,18.89,93,3.58,360,1014.39,0,0,,
2020/1/25 18:20,18.94,93,4.92,360,1014.36,0,0,,
2020/1/25 18:25,18.89,93,4.47,360,1014.59,0,0,,
2020/1/25 18:30,18.89,93,6.71,44,1014.66,0,0,,
2020/1/25 18:35,18.89,93,4.92,360,1014.69,0,0,,
2020/1/25 18:40,18.83,93,4.02,360,1014.73,0,0,,
2020/1/25 18:45,18.94,93,5.81,360,1014.59,0,0,,
2020/1/25 18:50,18.89,93,4.02,360,1014.25,0,0,,
2020/1/25 18:55,18.94,93,4.02,360,1014.59,0,0,,
2020/1/25 19:00,18.94,93,6.26,360,1014.22,0,0,,
2020/1/25 19:05,18.94,93,2.24,5,1014.52,0,0,,
2020/1/25 19:10,18.89,93,6.26,360,1014.32,0,0,,
2020/1/25 19:15,18.94,93,2.68,28,1014.49,0,0,,
2020/1/25 19:20,18.94,93,5.36,360,1014.56,0,0,,
2020/1/25 19:25,18.94,93,6.26,327,1014.46,0,0,,
2020/1/25 19:30,18.94,93,4.02,360,1014.32,0,0,,
2020/1/25 19:35,18.94,93,4.92,360,1014.42,0,0,,
2020/1/25 19:40,18.94,93,5.81,360,1014.63,0,0,,
2020/1/25 19:45,18.89,93,4.47,360,1014.52,0,0,,
2020/1/25 19:50,18.94,93,5.81,71,1014.39,0,0,,
2020/1/25 19:55,18.89,93,4.92,355,1014.69,0,0,,
2020/1/25 20:00,18.94,94,2.68,360,1014.73,0,0,,
2020/1/25 20:05,18.89,94,4.47,360,1014.8,0,0,,
2020/1/25 20:10,18.89,94,5.81,355,1014.86,0,0,,
2020/1/25 20:15,18.94,94,4.02,360,1014.96,0,0,,
2020/1/25 20:20,18.83,94,2.68,360,1014.83,0,0,,
2020/1/25 20:25,18.83,93,3.58,360,1015.03,0,0,,
2020/1/25 20:30,18.83,93,5.81,360,1014.83,0,0,,
2020/1/25 20:35,18.67,94,5.81,360,1014.86,0,0,,
2020/1/25 20:40,18.67,94,5.81,360,1014.86,0,0,,
2020/1/25 20:45,18.56,94,5.36,355,1015.17,0,0,,
2020/1/25 20:50,18.56,94,4.47,360,1015.2,0,0,,
2020/1/25 20:55,18.5,94,4.47,360,1015.27,0,0,,
2020/1/25 21:00,18.5,93,8.05,360,1015.2,0,0,,
2020/1/25 21:05,18.44,93,4.02,355,1015.24,0,0,,
2020/1/25 21:10,18.44,93,4.02,360,1015.17,0,0,,
2020/1/25 21:15,18.5,93,7.6,319,1014.93,0,0,,
2020/1/25 21:20,18.44,93,5.81,360,1015.03,0,0,,
2020/1/25 21:25,18.5,93,5.36,360,1014.9,0,0,,
2020/1/25 21:30,18.5,93,6.71,61,1015,0,0,,
2020/1/25 21:35,18.5,94,4.47,5,1015.07,0,0,,
2020/1/25 21:40,18.5,94,5.36,360,1014.93,0,0,,
2020/1/25 21:45,18.5,94,5.81,40,1014.93,0,0,,
2020/1/25 21:50,18.5,94,5.36,355,1014.83,0,0,,
2020/1/25 21:55,18.44,94,6.26,343,1014.9,0,0,,
2020/1/25 22:00,18.44,93,2.68,28,1014.66,0,0,,
2020/1/25 22:05,18.5,94,6.26,36,1014.66,0,0,,
2020/1/25 22:10,18.5,94,6.71,360,1014.36,0,0,,
2020/1/25 22:15,18.5,94,7.6,43,1014.59,0,0,,
2020/1/25 22:20,18.56,94,4.02,93,1014.76,0,0,,
2020/1/25 22:25,18.56,94,4.02,360,1015,0,0,,
2020/1/25 22:30,18.56,94,6.71,360,1014.83,0,0,,
2020/1/25 22:35,18.61,94,6.71,28,1014.9,0,0,,
2020/1/25 22:40,18.56,94,5.36,360,1014.73,0,0,,
2020/1/25 22:45,18.61,94,2.68,59,1014.76,0,0,,
2020/1/25 22:50,18.56,94,3.13,59,1014.46,0,0,,
2020/1/25 22:55,18.56,94,6.71,360,1014.42,0,0,,
2020/1/25 23:00,18.56,94,4.92,360,1014.39,0,0,,
2020/1/25 23:05,18.5,94,4.02,360,1014.25,0,0,,
2020/1/25 23:10,18.61,94,3.13,40,1014.29,0,0,,
2020/1/25 23:15,18.56,94,5.81,46,1014.05,0,0,,
2020/1/25 23:20,18.61,94,4.92,360,1014.42,0,0,,
2020/1/25 23:25,18.61,94,4.02,9,1014.73,0,0,,
2020/1/25 23:30,18.61,94,5.36,33,1014.56,0,0,,
2020/1/25 23:35,18.56,94,1.79,42,1014.52,0,0,,
2020/1/25 23:40,18.56,94,5.81,360,1013.81,0,0,,
2020/1/25 23:45,18.56,94,4.02,360,1013.88,0,0,,
2020/1/25 23:50,18.67,95,4.92,9,1013.58,0,0,,
2020/1/25 23:55,18.67,95,5.36,5,1013.64,0,0,,
2020/1/26 00:00,18.56,95,2.68,39,1013.54,0,0,,
2020/1/26 00:05,18.61,95,2.68,24,1013.78,0,0,,
2020/1/26 00:10,18.61,95,2.24,360,1013.92,0,0,,
2020/1/26 00:15,18.67,95,4.92,311,1014.52,0,0,,
2020/1/26 00:20,18.72,95,5.36,360,1014.83,0,0,,
2020/1/26 00:25,18.72,95,2.24,38,1014.12,0,0,,
2020/1/26 00:30,18.56,95,5.36,29,1014.02,0,0,,
2020/1/26 00:35,18.5,95,4.02,15,1013.85,0,0,,
2020/1/26 00:40,18.5,95,3.13,92,1013.95,0,0,,
2020/1/26 00:45,18.56,95,5.81,360,1013.03,0,0,,
2020/1/26 00:50,18.56,96,4.47,302,1012.66,0,0,,
2020/1/26 00:55,18.61,96,6.26,360,1012.53,0,0,,
2020/1/26 01:00,18.67,96,4.02,360,1012.22,0,0,,
2020/1/26 01:05,18.61,96,4.02,63,1012.32,0,0,,
2020/1/26 01:10,18.61,96,6.71,360,1012.42,0,0,,
2020/1/26 01:15,18.56,96,7.15,46,1012.46,0,0,,
2020/1/26 01:20,18.67,96,5.81,360,1012.39,0,0,,
2020/1/26 01:25,18.67,96,4.92,360,1012.32,0,0,,
2020/1/26 01:30,18.67,95,4.02,360,1012.32,0,0,,
2020/1/26 01:35,18.67,96,4.92,360,1012.32,0,0,,
2020/1/26 01:40,18.67,96,4.92,360,1012.32,0,0,,
2020/1/26 01:45,18.5,96,5.81,360,1011.92,0,0,,
2020/1/26 01:50,18.44,96,7.15,360,1011.92,0,0,,
2020/1/26 01:55,18.39,96,9.39,360,1011.82,0,0,,
2020/1/26 02:00,18.39,96,7.15,360,1012.05,0,0,,
2020/1/26 02:05,18.39,96,4.92,360,1011.88,0,0,,
2020/1/26 02:10,18.39,96,7.6,360,1012.02,0,0,,
2020/1/26 02:15,18.33,96,4.92,315,1011.51,0,0,,
2020/1/26 02:20,18.17,96,7.6,355,1011.75,0,0,,
2020/1/26 02:25,18.17,96,4.92,360,1011.75,0,0,,
2020/1/26 02:30,18.11,96,5.81,360,1011.58,0,0,,
2020/1/26 02:35,18.11,96,7.6,355,1011.65,0,0,,
2020/1/26 02:40,18.11,96,7.6,355,1011.65,0,0,,
